what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257353216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257354640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257354824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257355625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257356447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257362300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257363526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257369778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257369905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257373907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257374041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257379876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257379983
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1431257403277
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1431257403304
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1431257403363
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1431257403410
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1431257403502
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1431257403515
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1431257403525
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1431257403551
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1431257403566
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1431257403608
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1431257403609
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1431257403677
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1431257450535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431257450725
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1431257452237
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1431257452457
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1431257452480
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1431257452614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257453015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257454134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431257487073
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1431257487258
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1431257487272
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1431257487382
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1431257487393
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1431257487403
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1431257487409
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1431257487410
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1431257487447
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1431257487450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257491113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257491245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257499098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257499239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431257507938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257584334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257601248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257613786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257618908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431257653021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257654953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257655061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257666016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257666134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431257680338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431257706511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257711383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257731245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431257751620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257756569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257757572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257779080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257828240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257831439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257831557
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1431257831604
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1431257831610
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1431257831643
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1431257831643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257831862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257834634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257838359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257838497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257838677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257846603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257868974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257875296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431257876317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431257893966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431257897596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257902807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257908775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257919941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257974031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257994790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257994936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257995042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431257999361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258001711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258001817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258001929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258009634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258013261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258028474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258029918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258061485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258086629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258086756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258087136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258088449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431258097471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431258109983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258114387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258155341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431258159116
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1431258160354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258162921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258171866
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431258171949
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431258172000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258194445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258194570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258201382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258213917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258218545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258246043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258247308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258253777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258256354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258287069
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431258289717
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431258291793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258292301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258406986
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1431258410082
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431258411313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431258415932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258416207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258533226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258535810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258713824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258715380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258716828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258716878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258719701
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431258719860
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1431258721136
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1431307612087
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1431307612087
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1431307612087
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1431307612087
